timestamp,author,content,channel,messageId
2025-10-23T18:19:00Z,Amos,"Considering the pools themselves shouldn't decide, the current voting is a bit like a proxy. So it's important for the NEAR stake holders to participate in this: https://x.com/ekuzyakov/status/1981029646847123547",community,msg-014
2025-10-23T20:02:00Z,"Chris B","Hey - we're trying to upgrade our testnet instance and getting this error:


thread 'main' panicked at core/primitives/src/version.rs:84:6:
called Result::unwrap() on an Err value: InvalidFinalUpgrade(80, 81)
stack backtrace:
   0: rust_begin_unwind
   1: core::panicking::panic_fmt
   2: core::result::unwrap_failed
   3: near_primitives::version::get_protocol_upgrade_schedule
   4: nearcore::start_with_config_and_synchronization
   5: neard::cli::RunCmd::run::{{closure}}
   6: <core::pin::Pin<P> as core::future::future::Future>::poll
   7: neard::cli::NeardCmd::parse_and_run
   8: neard::main


We've tried updating the config.json. downloading the latest genesis.json and removing the data/ dir contents. The error still persists",community,msg-015
2025-10-23T20:10:00Z,"Dav | PandaTeam","upgrade with which version ?",community,msg-016
2025-10-23T20:11:00Z,"Chris B","We're trying to go from 2.8.0 to 2.9.0.",community,msg-017
2025-10-23T20:11:00Z,"Chris B","@Crypt_Dav",community,msg-018
2025-10-23T20:12:00Z,"Dav | PandaTeam","2.9.0 is not for testnet network",community,msg-019
2025-10-23T20:12:00Z,"Dav | PandaTeam","Testnet version are rc version",community,msg-020
2025-10-23T20:13:00Z,"Chris B","I don't see a 2.9.0-rc. What should it be?",community,msg-021
2025-10-23T20:13:00Z,"Dav | PandaTeam","Because there is no 2.9.0 for testnet",community,msg-022
2025-10-23T20:14:00Z,"Chris B","Oh. How do we test the version upgrade?",community,msg-023
2025-10-23T20:18:00Z,"Dav | PandaTeam","You can't",community,msg-024
2025-10-23T20:25:00Z,"Kent | Cường DC","first you should read the ann first, then you will know that u dont have to do anything for the testnet",community,msg-025
2025-10-23T21:50:00Z,"Sam Bond | DCG","I brought this up yesterday as well. Agreed that it would be nice to always have testnet on a >= version to mainnet, even if there are zero changes that affect testnet",community,msg-026
2025-10-23T22:06:00Z,Yoon,"Just sharing quick daily update: we have 25% or more validators with 2.9 as of now",community,msg-027
2025-10-23T23:56:00Z,Othman,"There’s been a lot going on over the past 2 months governance wise so I figured I would create a governance snapshot, ethnography style

Here’s the forum post:

https://gov.near.org/t/near-transition-governance-field-report-001/41713?u=othman

Open to any feedback or corrections from the community! I know this is the validator chat and I won’t spam this chat with things from the forum but I figured this was relevant given all the confusion  that seems to have occurred around the halving upgrade. 

Cc: @KamBenbrik @mkucharski 
@cuongdcc",community,msg-028
2025-10-24T04:40:00Z,Blaze💥,"The 2.9.0 inflation reduction proposal risks severe ecosystem damage without a comprehensive growth strategy—our challenges far outweigh mere price appreciation, demanding that economic fundamentals and sustainable expansion take precedence over scarcity alone. This pivotal moment calls for reflection: a deliberate pause to discern what truly secures NEAR's long-term survival. See my detailed reasoning for abstaining from the vote.

https://gov.near.org/t/abstaining-from-the-near-2-9-0-inflation-vote-prioritizing-economic-fundamentals/41715",community,msg-029
2025-10-24T06:47:00Z,"Evgeny Kuzyakov | FASTNEAR","I found a way to monitor the protocol version of each validator, but it will not be visible before the start of the voting. So for now you have to rely on grafana and telemetry collected by NearOne. 

Once the protocol voting starts at Tuesday, October 28th, 2025, at 01:00:00 UTC, validators will start providing their version in block headers as well as it can be queried from the debug RPC.

With the help of Near One, we've got a script that returns the version of the protocol for each validator. This can be queried from an RPC node with debug mode enabled. The actual protocol version will start to appear after the voting.

https://gist.github.com/darioush/be8e30ade6bfa59dda5381aef176cae6?permalink_comment_id=5822117#gistcomment-5822117",community,msg-030
2025-10-24T15:41:00Z,Bart,"thanks, I also referenced this at https://github.com/near/nearcore/issues/14479#issuecomment-3441566665",community,msg-031
2025-10-24T16:06:00Z,"KYSЬ 🥩","🚨 You talk about a “serious risk to the ecosystem,” but the facts are simple: reducing inflation strengthens NEAR’s economy and builds long-term value.
Your so-called “measured abstention” is really fear of change, disguised as “care for fundamentals.”

Growth doesn’t come from pauses and waiting — it comes from decisions and moving forward.
Stand for the project, not for your own fears. ⚡🔥",community,msg-032
2025-10-24T17:50:00Z,garikbesson,"Unfortunately, my English is not good enough to explain what's wrong in your message. But fortunately we live in the AI era

The message is persuasive and confrontational. It aims to defend a policy (reducing inflation) and portray opponents as fearful and resistant to progress. The tone is emotional and motivational rather than analytical, using sharp contrasts (“fear vs. growth”) and strong verbs (“stand,” “move forward”) to rally support. It’s effective rhetorically but sacrifices nuance and may come off as combative or dismissive.",community,msg-033
2025-10-24T18:08:00Z,"KYSЬ 🥩","You don't need to know English to see the numbers. Society is waiting for an update. I think that's pretty clear.",community,msg-034
2025-10-24T18:11:00Z,garikbesson,"Society can believe in anything if it is presented to them correctly",community,msg-035
2025-10-24T18:13:00Z,"slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N","Responding to AI with AI 🤣",community,msg-036
2025-10-24T18:13:00Z,"slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N","This is what we do on the blockchain for AI",community,msg-037
2025-10-24T18:14:00Z,"KYSЬ 🥩","There is no mysticism here, there are rules, there are examples where blockchain is already reducing inflation or introducing other deflationary methods. I'm not telling you about some kind of magic.",community,msg-038
2025-10-24T18:20:00Z,"Kent | Cường DC","just let the consensus decide guys 😂, 80% updated mean we pass",community,msg-039
2025-10-24T18:20:00Z,garikbesson,"And those each of those examples had different contexts. Dealing with such complex things as blockchain ecosystems you always should evaluate risks.

Btw they told us they evaluated possible outcomes and risks when onchain voting was going on but they never presented results of this evaluation",community,msg-040
2025-10-24T18:20:00Z,Yuen,"Can we get AI agents to argue soon",community,msg-041
2025-10-24T18:21:00Z,"KYSЬ 🥩","For five years, the economy has been functioning consistently. It has served its purpose, but now it no longer corresponds to current market realities and needs to be reformed. In order for the project to move forward

The biggest risk now is to leave everything as it is.‼️",community,msg-042
2025-10-24T18:22:00Z,"Lady Qeeyah","Not necessary😂",community,msg-043
2025-10-24T18:24:00Z,Yuen,"Necessary for my entertainment 🙈",community,msg-044
2025-10-24T18:25:00Z,"slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N","AI delegate",community,msg-045
2025-10-24T20:38:00Z,Yoon,"Following up on this, currently voting progress is at 35+%",community,msg-046
2025-10-24T20:56:00Z,Blaze💥,"Reducing the economy by 30m near. (3% of total supply) a year will do little to save near which is presently a stalled chain without signifficant growth strategies. Numbers don't lie.

No defi. No killer apps. Negative Founder growth. Anemic Community.  No eco growth funding or plan. AI not near.

Cutting 30m near in emissions a year do little to address any of the above.

The only working economy on near is the staking economy. The validator economy.

The staking economy for 5% inflation. No reason to hold near other than staking.

Of the 60m near per year in inflation the largest percent goes to top 10 validators and their stakers. While the reduction makes bottom 100 lose without massive growth.

Without real growth strategies you lose stakers as they exit as their rewards were halfed. Numbers go down.

What's your plan?",community,msg-047
2025-10-24T21:12:00Z,"KYSЬ 🥩","I would say that you have a narrow view of things.🥱",community,msg-048
2025-10-24T21:31:00Z,"KYSЬ 🥩","You’re not analyzing — you’re manipulating.
Repeating “no DeFi, no growth, no community” doesn’t make it true. You’re trying to distort perception — but the reality is different.

Projects are building, integrations are happening, funds are moving, and NEAR tech is being used in real products. Things are progressing — maybe not loudly, but consistently.

Saying “numbers don’t lie” while showing none is the real irony. Reducing inflation by 3% isn’t a gimmick — it’s a signal of maturity and stability that helps attract long-term investors and strengthen the network’s fundamentals.

And here’s the contradiction: you’re asking for a “growth strategy,” yet you’re rejecting the step that makes it possible.
The old mindset — “as long as we get 5% yield” — keeps the network in the past. Real growth means giving NEAR purpose beyond inflation rewards.

You ask, “What’s your plan?”
The plan is simple: make NEAR worth holding not for payouts, but for participation in an ecosystem that’s evolving. That’s how you move forward — not by insisting everything’s broken. 

Round 🫳🏼🎤",community,msg-049
2025-10-24T21:34:00Z,"KYSЬ 🥩","Also, please provide the name of your pool.😉",community,msg-050
2025-10-24T21:35:00Z,wakeup,"don’t mind if I’ll provide mine  ? (: 
namdokmai is the best near pool
0% fee, great performance and support the proposal

welcome guys",community,msg-051
2025-10-24T21:36:00Z,"KYSЬ 🥩","I wish there were more people like this. I hope users delegate their tokens to validators who supported the proposal.",community,msg-052
2025-10-24T21:39:00Z,"✨Nbubl2✨","This guy is saying the right things, keep it up. 
Thank you. 🫶🏼",community,msg-053
2025-10-24T21:40:00Z,"KYSЬ 🥩","Society demands this step ‼️",community,msg-054
2025-10-24T21:48:00Z,"Dav | PandaTeam","Guys, you don't want to create a thread on gov forum or a dedicated Telegram group ?
If some validator need help or have questions, this start difficulte to check every message.",community,msg-055
2025-10-24T21:49:00Z,"Dav | PandaTeam","By the way, maybe we should stop arguing and see how the vote goes? :)",community,msg-056
2025-10-24T21:50:00Z,"KYSЬ 🥩","Sorry, panda.🎋",community,msg-057
2025-10-24T21:50:00Z,"Dav | PandaTeam","No worries",community,msg-058
2025-10-24T21:52:00Z,"Dav | PandaTeam","GT Node, if you are here, you have issue with your pool, uptime decrease quickly",community,msg-059
2025-10-24T21:55:00Z,Blaze💥,"solid point. happy to continue on gov forum.",community,msg-060
2025-10-24T21:59:00Z,Mirella,"Right? I saw that too but now it's gone back to 25% somehow?",community,msg-061
2025-10-24T21:59:00Z,Mirella,"Did some operators downgrade maybe?",community,msg-062
2025-10-24T22:00:00Z,"KYSЬ 🥩","Also, please provide the name of your pool. @Blaze0x1 .",community,msg-063
2025-10-24T22:03:00Z,"Dav | PandaTeam","As far as i know, some upgrade just checking the code color, and didn't read the text.
Now there are thinking to revert to 2.8",community,msg-064
2025-10-24T22:11:00Z,"Dav | PandaTeam","🟡 MainNet 2.9.0 — Voting Phase Announcement

Dear validators,

This 2.9.0 release is NOT mandatory — it starts the voting phase for Protocol Version 81, which proposes reducing NEAR’s maximum inflation rate from 5% → 2.5%.

🗳 What to Do Now

✅ Support the reduction (reward /2):
➡️ Upgrade your node to 2.9.0 to participate in the “YES” vote.

❌ Do NOT support the change:
➡️ Stay on 2.8.0 to maintain a “NO” vote stance.

⚠️ If you already upgraded but do not support the reduction,
you can downgrade to 2.8.0 to vote “NO.”

⏱️ After Voting

🟩 If the vote PASSES, an announcement will follow.
Validators on 2.8.0 will have ~8 hours after the voting epoch ends to upgrade to 2.9.0 before Protocol v81 activates.

🟥 If the vote FAILS, the inflation reduction will not occur, and no upgrade will be required.",community,msg-065
2025-10-24T22:33:00Z,"KYSЬ 🥩","openshards.poolv1.near

You?",community,msg-066
2025-10-25T06:27:00Z,"Mr Potato",Yes,community,msg-067
2025-10-25T23:16:00Z,Yoon,"today, 36+% of stakes are upgraded.",community,msg-068
2025-10-25T23:24:00Z,"Fox Reymann 🐾 mevresearch.com","ZOLANEAR project made the best tracking website for now:

https://vote.zolanear.xyz/

What we can see is that for sure 24.9% didn't upgrade so at most 75.1% (upgraded + unknown) vote YES",community,msg-069
2025-10-25T23:35:00Z,Mario,"Are these only top 100 validators?",community,msg-070
2025-10-25T23:35:00Z,"slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N","Near one grafana has different data. Which one is more correct?",community,msg-071
2025-10-25T23:36:00Z,"Mr Potato","I think so",community,msg-072
2025-10-25T23:37:00Z,"Mr Potato","Only the Top 100 can “vote” on it",community,msg-073
2025-10-25T23:39:00Z,"Fox Reymann 🐾 mevresearch.com","near one grafana is rounding to integer, zolanear site is rounding to one decimal ponit, so zolanear is more correct",community,msg-074
2025-10-25T23:39:00Z,"Fox Reymann 🐾 mevresearch.com","yes sir",community,msg-075
2025-10-26T00:11:00Z,"Kent | Cường DC","only top 100 aka block producers can ""vote""",community,msg-076
2025-10-26T01:10:00Z,"Alex ®","So if the chunk producer is updated, it won't affect the protocol's adoption?",community,msg-077
2025-10-26T01:14:00Z,"Dav | PandaTeam","Correct",community,msg-078
2025-10-26T03:02:00Z,Yoon,"i mean, as of now chunk producer is block producer.",community,msg-079
2025-10-26T03:37:00Z,"Alex ®","Oh sorry i mean endorsement producer",community,msg-080
2025-10-26T05:29:00Z,"Sam Bond | DCG","If the vote fails, will operators that upgraded have to downgrade within a certain amount of time? Or is 2.9.0 backwards compatible somehow?",community,msg-081
2025-10-26T12:50:00Z,Yoon,"we will try to make the experience as less disruptive as possible",community,msg-082
2025-10-26T18:48:00Z,"Waclaw Banasik","Only the top 100 validators can vote. These validators are the block and chunk producers. The chunk validators do not participate in voting and I would encourage them to upgrade to avoid risk of being kicked out. The same goes for non-validator nodes (RPC, archival). For those nodes upgrading can prevent being kicked out and there is no downside. 

All release binaries are backward compatible and support the current and the newly proposed protocol version. The operators that upgraded to 2.9 will not need to downgrade. 

In the case that the voting does not go through in the specified timeline, we will provide instruction on how to safely off-board the 2.9 binary. The technical details are to be figured out but most likely it will by a new release, 2.10, that brings the inflation back and ""jumps over"" the inflation decrease. We want to avoid having two different binaries at the same protocol version or we might accidentaly fork the network.",community,msg-083
2025-10-28T00:42:00Z,"NEAR Node Support","Dear Validators, 

We have found another way to estimate the upgrade progress by using the networking layer handshandshakes. Our latest estimate is the following:

2.9 - 60.20%
2.8 - 38.83%
unknown  - 0.95%

Thank you",community,msg-084
2025-10-28T00:44:00Z,"slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N","called it 😎 though no idea how i made a typo k to r, literally different side of the keyboard",community,msg-085
2025-10-28T00:45:00Z,"slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N","so it seems we probably won't have 80% by tomorrow",community,msg-086
2025-10-28T00:50:00Z,"Evgeny Kuzyakov | FASTNEAR","",community,msg-087
2025-10-28T00:54:00Z,"KYSЬ 🥩","Hurry up, validators 🙏",community,msg-088
2025-10-28T00:55:00Z,"KYSЬ 🥩","I hope the team will extend the voting for a few days.",community,msg-089
2025-10-28T00:59:00Z,garikbesson,"It's already extended for an absurd amount of time
if the vote does NOT succeed within the designated timeframe, the voting window will remain open for up to an additional 23 days",community,msg-090
2025-10-28T01:02:00Z,"KYSЬ 🥩","So, another 23 days?",community,msg-091
2025-10-28T01:03:00Z,Yoon,"up-to 23 days",community,msg-092
2025-10-28T01:04:00Z,"KYSЬ 🥩","Chic✨
Merci ♥️",community,msg-093
2025-10-28T03:42:00Z,"Dav | PandaTeam","23 days later will be the same",community,msg-094
2025-10-28T07:20:00Z,Jakub,"Any way I can integrate this into vote.zolanear.xyz?",community,msg-095
2025-10-28T07:27:00Z,Yoon,"once voting starts tomorrow, even more accurate data will be available, so it is not really worth looking into this specific approach at this very moment",community,msg-096
2025-10-31T21:10:00Z,Gonzalo,"Hi!
In the previous upgrade (from 2.8.0 to 2.9.0), it was announced that there would be two epochs to prepare, but the upgrade happened immediately. We have one script ready to compile the new neard binary, but it would be very helpful to have a public and reliable source indicating when the upgrade will take place and what the preparation window will be. This would allow us to fully automate the process. And not be kicked again 😅
Thanks a lot for your work and support",community,msg-097
2025-10-31T21:33:00Z,"Dav | PandaTeam","We recommand to not doing this automatically, because you need to vote",community,msg-098
2025-10-31T21:52:00Z,Yoon,"Please find the relevant change in Protocol Changes section of this release note here: https://github.com/near/nearcore/releases/tag/2.7.0",community,msg-099
2025-10-31T21:58:00Z,Gonzalo,"I will have a look 👍 thanks",community,msg-100
2025-10-28T00:42:00Z,NEAR Node Support,"Dear Validators, 

We have found another way to estimate the upgrade progress by using the networking layer handshandshakes. Our latest estimate is the following:

2.9 - 60.20%
2.8 - 38.83%
unknown  - 0.95%

Thank you",community,msg-001
2025-10-28T00:44:00Z,slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N,"called it 😎 though no idea how i made a typo k to r, literally different side of the keyboard",community,msg-002
2025-10-28T00:45:00Z,slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N,"so it seems we probably won't have 80% by tomorrow",community,msg-003
2025-10-28T00:50:00Z,Evgeny Kuzyakov | FASTNEAR,,community,msg-004
2025-10-28T00:54:00Z,KYSЬ 🥩,"Hurry up, validators 🙏",community,msg-005
2025-10-28T00:55:00Z,KYSЬ 🥩,I hope the team will extend the voting for a few days.,community,msg-006
2025-10-28T00:59:00Z,garikbesson,"It's already extended for an absurd amount of time
if the vote does NOT succeed within the designated timeframe, the voting window will remain open for up to an additional 23 days",community,msg-007
2025-10-28T01:02:00Z,KYSЬ 🥩,So, another 23 days?,community,msg-008
2025-10-28T01:03:00Z,Yoon,up-to 23 days,community,msg-009
2025-10-28T01:04:00Z,KYSЬ 🥩,"Chic✨
Merci ♥️",community,msg-010
2025-10-28T03:42:00Z,Dav | PandaTeam,23 days later will be the same,community,msg-011
2025-10-28T07:20:00Z,Jakub,Any way I can integrate this into vote.zolanear.xyz?,community,msg-012
2025-10-28T07:27:00Z,Yoon,"once voting starts tomorrow, even more accurate data will be available, so it is not really worth looking into this specific approach at this very moment",community,msg-013
2025-10-28T07:31:00Z,garikbesson,"I thought voting is starting in ~1h 30m, during the current epoch
Voting for protocol version 81 is scheduled to begin on Tuesday, October 28th, 2025, at 01:00:00 UTC.

If the vote passes by end of the epoch that includes 01:00:00 UTC on Tuesday, October 28th, 2025, the protocol is expected to upgrade to version 81 approximately 7-8 hours after that voting epoch ends.",community,msg-014
2025-10-28T07:33:00Z,Yoon,My aplogies. I am in US so 28th felt far from now :},community,msg-015
2025-10-28T10:46:00Z,Evgeny Kuzyakov | FASTNEAR,"The script is working now. Here is the current state: https://gist.github.com/evgenykuzyakov/b7d43703c7da45ba6b4cc154a78571db",community,msg-016
2025-10-28T15:33:00Z,Hamadex_Entechnologue 🪐,@jp_daug,community,msg-017
2025-10-28T15:35:00Z,Jakub,Sweet, will add this to my tracker,community,msg-018
2025-10-28T16:29:00Z,Víctor,Is this based on the telemetry sent by validators?,community,msg-019
2025-10-28T16:35:00Z,Dav | PandaTeam,Must be related to the epoch data when epoch changed,community,msg-020
2025-10-28T16:58:00Z,Dav | PandaTeam,@cuongdcc avoid reaching people to upgrade. Ty :),community,msg-021
2025-10-28T16:59:00Z,Kent | Cường DC,,community,msg-022
2025-10-28T17:00:00Z,Kent | Cường DC,yeah got asked from a comm member so ased here,community,msg-023
2025-10-28T17:00:00Z,Kent | Cường DC,wont ask again 🫡,community,msg-024
2025-10-28T17:08:00Z,Jakub,@ekuzyakov Do I need to be running my own node to run your script?,community,msg-025
2025-10-28T18:12:00Z,Joe Sixpack,and debug enabled in config,community,msg-026
2025-10-28T18:35:00Z,Víctor,Yes, just figured that out now.,community,msg-027
2025-10-28T18:36:00Z,NEAR Node Support,"Dear Validators

Here are the most recent upgrade adoption numbers:
2.9 - 67.85%
2.8 - 32.15%

As a remainder the upgrade needs 80% of stake to pass. 

Thank you",community,msg-028
2025-10-28T18:42:00Z,Víctor,Just added our NEARMobile (npro.poolv1.near) devops: @elrguta,community,msg-029
2025-10-28T18:56:00Z,Gonzalo,👋🏻,community,msg-030
2025-10-28T18:56:00Z,Dav | PandaTeam,Welcome here,community,msg-031
2025-10-28T20:32:00Z,NEAR Node Support,"Please see the most up to date information about the upgrade progress here:
http://debug.nearone.org/34.75.222.140/epoch_info/validators

Most notably please see the Voting Tracker at the top and the PV column showing the supported protocol version for each validator. The data is populated with produced blocks and may be incomplete for a short while after epoch start. 

This data is generated by a custom neard node deployed with the following PR included: 
https://github.com/near/nearcore/pull/14498",community,msg-032
2025-10-28T20:58:00Z,Yoon,"The initial voting epoch has concluded, and the protocol upgrade has not yet been happened. As stated in the original release notes, the voting window will remain open for up to an additional 23 days to allow all validators sufficient time to cast their vote and finalize the decision.",community,msg-033
2025-10-28T22:32:00Z,Yuvi,Is it not mandatory to upgrade now?,community,msg-034
2025-10-28T22:33:00Z,Dav | PandaTeam,No,community,msg-035
2025-10-28T22:34:00Z,Dav | PandaTeam,"You can be in 2.8 or 2.9 up to if you support inflation reduction
2.8 -> NO inflation reduction
2.9 -> YES, rewards ÷ 2",community,msg-036
2025-10-28T23:00:00Z,Evgeny Kuzyakov | FASTNEAR,Yeah, you need debug_rpc enabled,community,msg-037
2025-10-28T23:03:00Z,BogosChad,And delegators rewards too, no?,community,msg-038
2025-10-28T23:03:00Z,Dav | PandaTeam,Yes, all rewards,community,msg-039
2025-10-28T23:04:00Z,Kent | Cường DC,delegators can opt in to stake to more defi protocols to gain ~10% APY as before,community,msg-040
2025-10-28T23:05:00Z,Kent | Cường DC,there are other ways for delegators to get more yields, but they now need to work harder instead of just stake and forget (sidelined and watching near price going to zero),community,msg-041
2025-10-28T23:06:00Z,Kent | Cường DC,anyway this may went beyond of this chat so i stop here,community,msg-042
2025-10-29T00:47:00Z,Joe Sixpack,timing out, did you open the port in firewall?,community,msg-043
2025-10-29T00:49:00Z,Yoon,yes. confirmed I can access it,community,msg-044
2025-10-29T00:50:00Z,Dav | PandaTeam,I can access too,community,msg-045
2025-10-29T00:55:00Z,Evgeny Kuzyakov | FASTNEAR,https://nearspace.info/tools/validators.html,community,msg-046
2025-10-29T03:28:00Z,Max,"In 21 days, is it assumed that validators will ""come to their senses"" and update their node version, or is someone planning to conduct explanatory and motivational efforts? 🙃",community,msg-047
2025-10-29T04:09:00Z,Mr Potato,"Inflation reduction is NEAR 👀

Only 4% (pp) away from hitting the 80% threshold",community,msg-048
2025-10-29T04:12:00Z,Vini Barbosa,"it looks like 2 block producers left?
wrote an article about it for Coinspeaker just a few hours ago and it was at 100",community,msg-049
2025-10-29T04:13:00Z,Mr Potato,I hadn't noticed that.,community,msg-050
2025-10-29T04:13:00Z,Mr Potato,Not sure if it's a bug or if indeed 2 block producers left or are unaccounted for.,community,msg-051
2025-10-29T04:13:00Z,Vini Barbosa,"they could had a minor downtime, i'll monitor, thanks @fiatisabubble",community,msg-052
2025-10-29T04:15:00Z,maxwell,if any 2 of the top 20 still on v80 upgrade to 81, it's a wrap,community,msg-053
2025-10-29T04:15:00Z,Dav | PandaTeam,NF have reach ledger to upgrade the node. That why.,community,msg-054
2025-10-29T04:16:00Z,Dav | PandaTeam,I'm not jocking,community,msg-055
2025-10-29T04:17:00Z,Vini Barbosa,probably an effect of nodes upgrading - 99 now,community,msg-056
2025-10-29T04:26:00Z,Mr Potato,You might be right. We're back to 100 again.,community,msg-057
2025-10-29T04:50:00Z,Yoon,"FYI: https://www.theblock.co/post/376550/oceanpal-launch-sovereignai-near-digital-asset-treasury",community,msg-058
2025-10-29T05:58:00Z,Blaze💥,"good show validators making your voice heard. love to see it!

seems capital was indeed deployed ensuring the protocol upgrade goes through next epoch.

if a strong group of grassroots validators is down to fork and create near classic? hit me up. new tokenomics. 5% inflation. decentralized launch. could be fun. 🤡

upgraded.",community,msg-059
2025-10-29T05:59:00Z,Yoon,"Dear Validators,

As of now, 89.8% of the total stake has upgraded to version 2.9. Assuming conditions remain unchanged, the voting process will conclude at the end of the current epoch, after which nodes still running version 2.8 will be at risk of being added to the kickout list.

Please take this information into consideration and plan your upgrade accordingly.",community,msg-060
2025-10-29T06:00:00Z,Yoon,The current epoch will end in ~4 hours and 45 minutes,community,msg-061
2025-10-29T06:02:00Z,Dav | PandaTeam,In few minutes 80% will be reach,community,msg-062
2025-10-29T06:04:00Z,Blaze💥,reality. not accusations.,community,msg-063
2025-10-29T06:05:00Z,slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N,It's fair,community,msg-064
2025-10-29T06:05:00Z,slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N,If someone actually had 27m near and delegated to support,community,msg-065
2025-10-29T06:05:00Z,Dav | PandaTeam,@elrguta @vrcasadella Please be ready to upgrade npro node,community,msg-066
2025-10-29T06:06:00Z,Dav | PandaTeam,root.near ^^,community,msg-067
2025-10-29T06:06:00Z,slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N,No matter who it is,community,msg-068
2025-10-29T06:06:00Z,Evgeny,Even if root.near , he can do it if he want :),community,msg-069
2025-10-29T06:06:00Z,slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N,Accept that you live on a chain where 2.7% of supply is controlled by root.near,community,msg-070
2025-10-29T06:07:00Z,Dav | PandaTeam,Decentralization is best,community,msg-071
2025-10-29T06:07:00Z,Víctor,Trying to contact @elrguta . I believe he has automated the process already in case we reach >80% so it should update anytime.,community,msg-072
2025-10-29T06:07:00Z,Dav | PandaTeam,you have time, at least 1epoch + current one,community,msg-073
2025-10-29T06:07:00Z,Evgeny,Well, it if ok when co founder has some % of tokens, because he built this blockchain:),community,msg-074
2025-10-29T06:08:00Z,slime 💦 INTEAR WALLET 💚 JAMBO 💚 SHITZU 💚 BLACKDRAGON 💚 ZOLANEAR 💚 N,I believe for newly staked tokens to become active it takes one more epoch,community,msg-075
